t_seconds,strip,ink,occluded
1940.0,2,0.07953,1
1940.0,3,0.07625,0
1940.0,4,0.07419,0
1940.0,5,0.06977,0
1940.0,6,0.07424,0
1940.0,7,0.08107,1
1945.0,0,0.12969,1
1945.0,1,0.10599,0
1945.0,2,0.1106,0
1945.0,3,0.1151,1
1945.0,4,0.08573,1
1945.0,5,0.07312,0
1945.0,6,0.07396,0
1945.0,7,0.08154,1
1950.0,0,0.12974,1
1950.0,1,0.10294,0
1950.0,2,0.10016,0
1950.0,3,0.10177,0
1950.0,4,0.11583,1
1950.0,5,0.0774,1
1950.0,6,0.08563,0
1950.0,7,0.08003,1
1955.0,0,0.12883,1
1955.0,1,0.10242,0
1955.0,2,0.09966,0
1955.0,3,0.1069,0
1955.0,4,0.09141,0
1955.0,5,0.08891,0
1955.0,6,0.12576,1
1955.0,7,0.09909,1
1960.0,0,0.10677,0
1960.0,1,0.09013,0
1960.0,2,0.07742,0
1960.0,3,0.07023,0
1960.0,4,0.08151,0
1960.0,5,0.09914,0
1960.0,6,0.12453,1
1960.0,7,0.09102,1
1965.0,0,0.06227,1
1965.0,1,0.12146,1
1965.0,2,0.11367,0
1965.0,3,0.12211,1
1965.0,4,0.06375,1
1965.0,5,0.08266,0
1965.0,6,0.0751,0
1965.0,7,0.09023,1
1970.0,0,0.12154,1
1970.0,1,0.1032,0
1970.0,2,0.11195,0
1970.0,3,0.1107,0
1970.0,4,0.15177,1
1970.0,5,0.06846,1
1970.0,6,0.08779,0
1970.0,7,0.09016,0
1975.0,0,0.12073,1
1975.0,1,0.10643,0
1975.0,2,0.11797,0
1975.0,3,0.11755,0
1975.0,4,0.12279,0
1975.0,5,0.10604,0
1975.0,6,0.09779,0
1975.0,7,0.10042,1
1980.0,0,0.13503,0
1980.0,1,0.10919,0
1980.0,2,0.10422,0
1980.0,3,0.09977,0
1980.0,4,0.13945,1
1980.0,5,0.09411,1
1980.0,6,0.07943,0
1980.0,7,0.13263,1
1985.0,0,0.13638,0
1985.0,1,0.10909,0
1985.0,2,0.10526,0
1985.0,3,0.10133,0
1985.0,4,0.12518,0
1985.0,5,0.09927,1
1985.0,6,0.06586,0
1985.0,7,0.10479,1
1990.0,0,0.11911,1
1990.0,1,0.10961,0
1990.0,2,0.13982,0
1990.0,3,0.14047,1
1990.0,4,0.08799,1
1990.0,5,0.1093,0
1990.0,6,0.10414,0
1990.0,7,0.10586,1
1995.0,0,0.10708,0
1995.0,1,0.07,1
1995.0,2,0.02807,1
1995.0,3,0.04346,0
1995.0,4,0.04948,1
1995.0,5,0.00424,1
1995.0,6,0.05409,1
1995.0,7,0.07745,0
2000.0,0,0.07826,0
2000.0,1,0.02734,1
2000.0,2,0.01271,1
2000.0,3,0.07122,0
2000.0,4,0.07151,0
2000.0,5,0.05833,0
2000.0,6,0.08227,0
2000.0,7,0.07128,1
2005.0,0,0.16526,1
2005.0,1,0.05346,1
2005.0,2,0.12258,1
2005.0,3,0.14875,0
2005.0,4,0.11596,0
2005.0,5,0.09729,0
2005.0,6,0.10026,0
2005.0,7,0.09951,1
2010.0,0,0.1162,1
2010.0,1,0.12143,0
2010.0,2,0.18089,0
2010.0,3,0.13669,1
2010.0,4,0.06357,1
2010.0,5,0.09995,0
2010.0,6,0.09755,0
2010.0,7,0.10685,1
2015.0,0,0.12146,1
2015.0,1,0.12508,0
2015.0,2,0.17661,0
2015.0,3,0.17617,0
2015.0,4,0.18247,1
2015.0,5,0.05076,1
2015.0,6,0.09792,0
2015.0,7,0.10477,1
2020.0,0,0.15201,0
2020.0,1,0.14904,0
2020.0,2,0.16695,0
2020.0,3,0.15021,0
2020.0,4,0.11529,0
2020.0,5,0.12768,1
2020.0,6,0.05133,1
2020.0,7,0.07023,0
2025.0,0,0.20844,0
2025.0,1,0.16062,0
2025.0,2,0.12674,0
2025.0,3,0.11766,0
2025.0,4,0.09854,1
2025.0,5,0.06482,1
2025.0,6,0.10505,0
2025.0,7,0.13609,1
2030.0,0,0.11979,0
2030.0,1,0.16307,0
2030.0,2,0.17685,0
2030.0,3,0.18531,0
2030.0,4,0.10669,1
2030.0,5,0.06148,1
2030.0,6,0.12776,0
2030.0,7,0.10906,0
2035.0,0,0.13365,0
2035.0,1,0.1819,0
2035.0,2,0.2007,0
2035.0,3,0.19995,0
2035.0,4,0.13328,0
2035.0,5,0.04448,1
2035.0,6,0.11128,1
2035.0,7,0.11846,1
2040.0,0,0.13945,0
2040.0,1,0.11857,0
2040.0,2,0.08781,0
2040.0,3,0.12596,1
2040.0,4,0.05674,0
2040.0,5,0.08932,0
2040.0,6,0.11404,0
2040.0,7,0.10049,0
2045.0,0,0.14531,0
2045.0,1,0.12396,0
2045.0,2,0.09531,0
2045.0,3,0.14438,1
2045.0,4,0.08406,1
2045.0,5,0.12445,1
2045.0,6,0.13911,1
2045.0,7,0.12526,0
2050.0,0,0.23115,1
2050.0,1,0.16599,1
2050.0,2,0.14766,1
2050.0,3,0.10909,1
2050.0,4,0.1557,1
2050.0,5,0.14716,1
2050.0,6,0.09201,1
2050.0,7,0.12789,1
2055.0,0,0.23336,1
2055.0,1,0.16911,1
2055.0,2,0.15063,1
2055.0,3,0.10958,1
2055.0,4,0.14865,1
2055.0,5,0.12977,1
2055.0,6,0.09029,1
2055.0,7,0.12396,1
2060.0,0,0.23578,1
2060.0,1,0.16958,1
2060.0,2,0.15276,1
2060.0,3,0.11042,1
2060.0,4,0.14565,1
2060.0,5,0.13401,1
2060.0,6,0.09031,1
2060.0,7,0.12779,1
2065.0,0,0.12346,1
2065.0,1,0.10151,0
2065.0,2,0.11206,1
2065.0,3,0.07953,1
2065.0,4,0.07367,0
2065.0,5,0.06326,0
2065.0,6,0.05995,0
2065.0,7,0.06789,0
2070.0,0,0.12482,1
2070.0,1,0.075,0
2070.0,2,0.0837,0
2070.0,3,0.0944,0
2070.0,4,0.1244,1
2070.0,5,0.04698,1
2070.0,6,0.07154,0
2070.0,7,0.07094,0
2075.0,0,0.09878,0
2075.0,1,0.07604,0
2075.0,2,0.08865,0
2075.0,3,0.09859,0
2075.0,4,0.10818,0
2075.0,5,0.1038,1
2075.0,6,0.09422,1
2075.0,7,0.06768,0
2080.0,0,0.09982,0
2080.0,1,0.0794,0
2080.0,2,0.07971,0
2080.0,3,0.07057,0
2080.0,4,0.07596,0
2080.0,5,0.10477,1
2080.0,6,0.07633,1
2080.0,7,0.07872,1
2085.0,0,0.12305,0
2085.0,1,0.07445,0
2085.0,2,0.08148,0
2085.0,3,0.07654,0
2085.0,4,0.08229,0
2085.0,5,0.12398,1
2085.0,6,0.08289,1
2085.0,7,0.09901,1
2090.0,0,0.14219,1
2090.0,1,0.08357,1
2090.0,2,0.0751,0
2090.0,3,0.09599,0
2090.0,4,0.08982,0
2090.0,5,0.08219,0
2090.0,6,0.07841,0
2090.0,7,0.08245,0
2095.0,0,0.14841,1
2095.0,1,0.11586,0
2095.0,2,0.12518,1
2095.0,3,0.07971,1
2095.0,4,0.10109,0
2095.0,5,0.08333,0
2095.0,6,0.0787,0
2095.0,7,0.08318,0
2100.0,0,0.2388,1
2100.0,1,0.17326,1
2100.0,2,0.15185,1
2100.0,3,0.11211,1
2100.0,4,0.14034,1
2100.0,5,0.12932,1
2100.0,6,0.09919,1
2100.0,7,0.11961,1
2105.0,0,0.19771,1
2105.0,1,0.15042,1
2105.0,2,0.10997,1
2105.0,3,0.14495,1
2105.0,4,0.12443,1
2105.0,5,0.09977,1
2105.0,6,0.10375,1
2105.0,7,0.1399,1
2110.0,0,0.19888,1
2110.0,1,0.14786,1
2110.0,2,0.10766,1
2110.0,3,0.14758,1
2110.0,4,0.12409,1
2110.0,5,0.10049,1
2110.0,6,0.09878,1
2110.0,7,0.14557,1
2115.0,0,0.19609,1
2115.0,1,0.14974,1
2115.0,2,0.10922,1
2115.0,3,0.14182,1
2115.0,4,0.12732,1
2115.0,5,0.09672,1
2115.0,6,0.09732,1
2115.0,7,0.14549,1
2120.0,0,0.03737,1
2120.0,1,0.05349,1
2120.0,2,0.10591,1
2120.0,3,0.11099,0
2120.0,4,0.10435,0
2120.0,5,0.10409,0
2120.0,6,0.09552,0
2120.0,7,0.13234,1
2125.0,0,0.07815,0
2125.0,1,0.06596,1
2125.0,2,0.09531,1
2125.0,3,0.11789,0
2125.0,4,0.13901,0
2125.0,5,0.12203,0
2125.0,6,0.11557,0
2125.0,7,0.12659,1
2130.0,0,0.07346,0
2130.0,1,0.09156,1
2130.0,2,0.13477,1
2130.0,3,0.11956,0
2130.0,4,0.14016,0
2130.0,5,0.12573,0
2130.0,6,0.11737,0
2130.0,7,0.12846,1
2135.0,0,0.07591,0
2135.0,1,0.05526,1
2135.0,2,0.1,1
2135.0,3,0.13049,1
2135.0,4,0.14388,0
2135.0,5,0.12711,0
2135.0,6,0.11888,0
2135.0,7,0.12659,1
2140.0,0,0.07581,0
2140.0,1,0.055,1
2140.0,2,0.09312,1
2140.0,3,0.14229,1
2140.0,4,0.14081,0
2140.0,5,0.12622,0
2140.0,6,0.11831,0
2140.0,7,0.12797,0
2145.0,0,0.07414,0
2145.0,1,0.05792,1
2145.0,2,0.07898,1
2145.0,3,0.12227,1
2145.0,4,0.13852,0
2145.0,5,0.12664,0
2145.0,6,0.11891,0
2145.0,7,0.12555,0
2150.0,0,0.07745,0
2150.0,1,0.0831,1
2150.0,2,0.13789,1
2150.0,3,0.12755,0
2150.0,4,0.13841,0
2150.0,5,0.12534,0
2150.0,6,0.11719,0
2150.0,7,0.12802,0
2155.0,0,0.07878,0
2155.0,1,0.06745,1
2155.0,2,0.07414,0
2155.0,3,0.14221,1
2155.0,4,0.13385,0
2155.0,5,0.12526,0
2155.0,6,0.12003,0
2155.0,7,0.12643,1
2160.0,0,0.07646,0
2160.0,1,0.0418,1
2160.0,2,0.08727,1
2160.0,3,0.12099,0
2160.0,4,0.13419,0
2160.0,5,0.12237,0
2160.0,6,0.11992,0
2160.0,7,0.12698,1
2165.0,0,0.07594,0
2165.0,1,0.06005,1
2165.0,2,0.08065,1
2165.0,3,0.13339,1
2165.0,4,0.14229,0
2165.0,5,0.12484,0
2165.0,6,0.1226,0
2165.0,7,0.13237,1
2170.0,0,0.07781,0
2170.0,1,0.05661,1
2170.0,2,0.13503,1
2170.0,3,0.13995,1
2170.0,4,0.14357,0
2170.0,5,0.12953,0
2170.0,6,0.12599,0
2170.0,7,0.13133,1
2175.0,0,0.07768,0
2175.0,1,0.06898,1
2175.0,2,0.06229,0
2175.0,3,0.11362,1
2175.0,4,0.1432,1
2175.0,5,0.13604,0
2175.0,6,0.12622,0
2175.0,7,0.13841,1
2180.0,0,0.06169,1
2180.0,1,0.04711,1
2180.0,2,0.08198,1
2180.0,3,0.03146,1
2180.0,4,0.08031,1
2180.0,5,0.05674,0
2180.0,6,0.05026,0
2180.0,7,0.06422,0
2185.0,0,0.0806,1
2185.0,1,0.11224,0
2185.0,2,0.12219,0
2185.0,3,0.14607,1
2185.0,4,0.07182,1
2185.0,5,0.08052,1
2185.0,6,0.09229,0
2185.0,7,0.08831,0
2190.0,0,0.14638,1
2190.0,1,0.11518,0
2190.0,2,0.12302,0
2190.0,3,0.12812,0
2190.0,4,0.14591,1
2190.0,5,0.06883,1
2190.0,6,0.0949,0
2190.0,7,0.08055,1
2195.0,0,0.16771,1
2195.0,1,0.11349,0
2195.0,2,0.12997,0
2195.0,3,0.1413,0
2195.0,4,0.14701,1
2195.0,5,0.06904,1
2195.0,6,0.08451,1
2195.0,7,0.07878,1
2200.0,0,0.1213,0
2200.0,1,0.12005,0
2200.0,2,0.12872,0
2200.0,3,0.14365,0
2200.0,4,0.1063,0
2200.0,5,0.14206,1
2200.0,6,0.07987,1
2200.0,7,0.09245,1
2205.0,0,0.11443,0
2205.0,1,0.12893,0
2205.0,2,0.12789,0
2205.0,3,0.13495,0
2205.0,4,0.10669,0
2205.0,5,0.10234,0
2205.0,6,0.09432,0
2205.0,7,0.11505,1
2210.0,0,0.14594,1
2210.0,1,0.09086,1
2210.0,2,0.14289,0
2210.0,3,0.09732,0
2210.0,4,0.11141,0
2210.0,5,0.09292,0
2210.0,6,0.09328,0
2210.0,7,0.0907,1
2215.0,0,0.11445,0
2215.0,1,0.14586,0
2215.0,2,0.16305,0
2215.0,3,0.11161,1
2215.0,4,0.09701,1
2215.0,5,0.11857,0
2215.0,6,0.10495,0
2215.0,7,0.10039,1
2220.0,0,0.11484,0
2220.0,1,0.14391,0
2220.0,2,0.15018,0
2220.0,3,0.16586,0
2220.0,4,0.13078,0
2220.0,5,0.13721,1
2220.0,6,0.07315,1
2220.0,7,0.09453,1
2225.0,0,0.14646,0
2225.0,1,0.13664,0
2225.0,2,0.14607,0
2225.0,3,0.11396,0
2225.0,4,0.12323,0
2225.0,5,0.1257,1
2225.0,6,0.07701,1
2225.0,7,0.08029,1
2230.0,0,0.19445,0
2230.0,1,0.13531,0
2230.0,2,0.14367,0
2230.0,3,0.1406,0
2230.0,4,0.13297,0
2230.0,5,0.16349,0
2230.0,6,0.09844,1
2230.0,7,0.10578,1
2235.0,0,0.15672,0
2235.0,1,0.15396,0
2235.0,2,0.16581,1
2235.0,3,0.11672,1
2235.0,4,0.12529,0
2235.0,5,0.14177,0
2235.0,6,0.13008,0
2235.0,7,0.11497,1
2240.0,0,0.1674,0
2240.0,1,0.14172,0
2240.0,2,0.11568,0
2240.0,3,0.11146,0
2240.0,4,0.12224,0
2240.0,5,0.12753,1
2240.0,6,0.09266,1
2240.0,7,0.08034,1
2245.0,0,0.16956,0
2245.0,1,0.11177,0
2245.0,2,0.12138,1
2245.0,3,0.09612,1
2245.0,4,0.07359,1
2245.0,5,0.10919,0
2245.0,6,0.0875,0
2245.0,7,0.11089,1
2250.0,0,0.15438,1
2250.0,1,0.14096,0
2250.0,2,0.16773,0
2250.0,3,0.16167,0
2250.0,4,0.14701,0
2250.0,5,0.15359,1
2250.0,6,0.07367,1
2250.0,7,0.12516,1
2255.0,0,0.16263,0
2255.0,1,0.12763,0
2255.0,2,0.13987,1
2255.0,3,0.14607,1
2255.0,4,0.07125,1
2255.0,5,0.08544,1
2255.0,6,0.07042,1
2255.0,7,0.13068,0
2260.0,0,0.05266,1
2260.0,1,0.05474,1
2260.0,2,0.07982,0
2260.0,3,0.07375,0
2260.0,4,0.07799,0
2260.0,5,0.05289,1
2260.0,6,0.05021,0
2260.0,7,0.0438,1
2265.0,0,0.15326,0
2265.0,1,0.10237,0
2265.0,2,0.10641,1
2265.0,3,0.08596,1
2265.0,4,0.08849,1
2265.0,5,0.11745,0
2265.0,6,0.09667,0
2265.0,7,0.10201,1
2270.0,0,0.08401,1
2270.0,1,0.08607,0
2270.0,2,0.08003,0
2270.0,3,0.10146,0
2270.0,4,0.07299,0
2270.0,5,0.05576,1
2270.0,6,0.0312,0
2270.0,7,0.03385,0
2275.0,0,0.1024,0
2275.0,1,0.0832,0
2275.0,2,0.08948,1
2275.0,3,0.07383,1
2275.0,4,0.0856,1
2275.0,5,0.03789,0
2275.0,6,0.03536,1
2275.0,7,0.04815,1
2280.0,0,0.18177,0
2280.0,1,0.13336,0
2280.0,2,0.13719,0
2280.0,3,0.11289,0
2280.0,4,0.12531,0
2280.0,5,0.11823,1
2280.0,6,0.06013,1
2280.0,7,0.10531,1
2285.0,0,0.19737,0
2285.0,1,0.15518,0
2285.0,2,0.15401,0
2285.0,3,0.11766,0
2285.0,4,0.1356,0
2285.0,5,0.12651,1
2285.0,6,0.07633,1
2285.0,7,0.12578,1
2290.0,0,0.10464,0
2290.0,1,0.1618,0
2290.0,2,0.15677,0
2290.0,3,0.14297,1
2290.0,4,0.12227,1
2290.0,5,0.09003,1
2290.0,6,0.13419,0
2290.0,7,0.1249,1
2295.0,0,0.10581,0
2295.0,1,0.16388,0
2295.0,2,0.17695,1
2295.0,3,0.16911,1
2295.0,4,0.1399,1
2295.0,5,0.12234,1
2295.0,6,0.14279,0
2295.0,7,0.12638,1
2300.0,0,0.16065,1
2300.0,1,0.1249,1
2300.0,2,0.16221,1
2300.0,3,0.11172,1
2300.0,4,0.10549,1
2300.0,5,0.12172,1
2300.0,6,0.11424,0
2300.0,7,0.07706,0
2305.0,0,0.16221,1
2305.0,1,0.11854,1
2305.0,2,0.16492,1
2305.0,3,0.11391,1
2305.0,4,0.10659,1
2305.0,5,0.12677,1
2305.0,6,0.12359,0
2305.0,7,0.07044,0
2310.0,0,0.10237,1
2310.0,1,0.09044,1
2310.0,2,0.11492,0
2310.0,3,0.12659,1
2310.0,4,0.0626,1
2310.0,5,0.06406,0
2310.0,6,0.06128,0
2310.0,7,0.03891,1
2315.0,0,0.10109,1
2315.0,1,0.08115,1
2315.0,2,0.11172,0
2315.0,3,0.10437,0
2315.0,4,0.12211,1
2315.0,5,0.04031,0
2315.0,6,0.05044,0
2315.0,7,0.04271,1
2320.0,0,0.0837,1
2320.0,1,0.10667,0
2320.0,2,0.12052,0
2320.0,3,0.12258,0
2320.0,4,0.08,0
2320.0,5,0.06695,1
2320.0,6,0.03112,0
2320.0,7,0.04904,0
2325.0,0,0.08315,1
2325.0,1,0.10792,0
2325.0,2,0.12677,0
2325.0,3,0.12698,0
2325.0,4,0.08555,0
2325.0,5,0.06526,0
2325.0,6,0.06292,0
2325.0,7,0.05268,0
2330.0,0,0.16276,1
2330.0,1,0.12388,1
2330.0,2,0.15677,1
2330.0,3,0.11599,1
2330.0,4,0.1038,1
2330.0,5,0.11615,1
2330.0,6,0.11536,0
2330.0,7,0.06141,0
2335.0,0,0.1856,0
2335.0,1,0.14953,0
2335.0,2,0.12023,0
2335.0,3,0.14396,0
2335.0,4,0.13336,1
2335.0,5,0.08924,1
2335.0,6,0.11555,1
2335.0,7,0.13919,0
2340.0,0,0.1031,0
2340.0,1,0.09294,0
2340.0,2,0.0637,1
2340.0,3,0.01438,1
2340.0,4,0.08008,0
2340.0,5,0.08604,0
2340.0,6,0.08953,1
2340.0,7,0.06612,1
2345.0,0,0.10789,0
2345.0,1,0.0681,0
2345.0,2,0.07221,1
2345.0,3,0.09768,1
2345.0,4,0.05948,1
2345.0,5,0.08339,1
2345.0,6,0.06867,0
2345.0,7,0.06849,1
2350.0,0,0.1068,0
2350.0,1,0.07167,0
2350.0,2,0.07469,0
2350.0,3,0.09008,0
2350.0,4,0.09695,1
2350.0,5,0.05891,1
2350.0,6,0.02281,1
2350.0,7,0.03833,1
2355.0,0,0.13409,0
2355.0,1,0.10687,0
2355.0,2,0.07094,1
2355.0,3,0.03828,1
2355.0,4,0.09872,0
2355.0,5,0.06849,1
2355.0,6,0.06443,1
2355.0,7,0.06487,0
2360.0,0,0.10966,1
2360.0,1,0.1343,0
2360.0,2,0.15563,0
2360.0,3,0.16945,1
2360.0,4,0.08711,1
2360.0,5,0.08768,0
2360.0,6,0.07841,0
2360.0,7,0.06302,1
2365.0,0,0.1126,1
2365.0,1,0.1324,0
2365.0,2,0.16672,0
2365.0,3,0.19906,1
2365.0,4,0.1207,1
2365.0,5,0.07698,1
2365.0,6,0.08302,0
2365.0,7,0.07117,1
2370.0,0,0.10906,1
2370.0,1,0.1326,0
2370.0,2,0.16516,0
2370.0,3,0.18638,1
2370.0,4,0.12734,0
2370.0,5,0.10901,1
2370.0,6,0.07661,1
2370.0,7,0.06513,1
2375.0,0,0.11154,1
2375.0,1,0.13422,0
2375.0,2,0.16698,0
2375.0,3,0.20195,1
2375.0,4,0.14813,1
2375.0,5,0.07589,1
2375.0,6,0.08219,0
2375.0,7,0.07133,1
2380.0,0,0.11141,1
2380.0,1,0.13284,0
2380.0,2,0.15367,1
2380.0,3,0.1663,1
2380.0,4,0.08464,1
2380.0,5,0.07305,1
2380.0,6,0.08326,0
2380.0,7,0.07195,1
2385.0,0,0.1143,1
2385.0,1,0.13318,0
2385.0,2,0.15346,1
2385.0,3,0.16227,1
2385.0,4,0.08026,1
2385.0,5,0.0862,0
2385.0,6,0.08151,0
2385.0,7,0.07193,1
2390.0,0,0.09286,1
2390.0,1,0.14143,0
2390.0,2,0.15229,0
2390.0,3,0.18805,1
2390.0,4,0.11128,1
2390.0,5,0.06836,1
2390.0,6,0.08078,0
2390.0,7,0.07367,1
2395.0,0,0.09677,1
2395.0,1,0.15674,1
2395.0,2,0.16276,0
2395.0,3,0.22154,1
2395.0,4,0.13591,1
2395.0,5,0.07516,1
2395.0,6,0.08719,0
2395.0,7,0.08065,1
2400.0,0,0.15927,1
2400.0,1,0.11698,1
2400.0,2,0.15594,1
2400.0,3,0.10979,1
2400.0,4,0.10852,1
2400.0,5,0.10391,1
2400.0,6,0.11971,0
2400.0,7,0.0682,0
2405.0,0,0.13708,1
2405.0,1,0.07695,1
2405.0,2,0.08617,1
2405.0,3,0.06068,1
2405.0,4,0.08526,1
2405.0,5,0.0782,0
2405.0,6,0.03294,1
2405.0,7,0.04885,1
2410.0,0,0.1251,1
2410.0,1,0.1401,0
2410.0,2,0.17833,1
2410.0,3,0.19641,1
2410.0,4,0.1307,1
2410.0,5,0.08831,1
2410.0,6,0.07716,0
2410.0,7,0.07448,1
2415.0,0,0.15823,1
2415.0,1,0.12419,1
2415.0,2,0.15615,1
2415.0,3,0.10685,1
2415.0,4,0.10435,1
2415.0,5,0.11932,1
2415.0,6,0.11419,0
2415.0,7,0.06734,0
2420.0,0,0.16406,1
2420.0,1,0.12336,1
2420.0,2,0.16094,1
2420.0,3,0.12352,1
2420.0,4,0.10682,1
2420.0,5,0.11779,1
2420.0,6,0.12826,0
2420.0,7,0.07049,0
2425.0,0,0.16625,1
2425.0,1,0.11971,1
2425.0,2,0.15865,1
2425.0,3,0.10766,1
2425.0,4,0.10393,1
2425.0,5,0.1226,1
2425.0,6,0.12279,0
2425.0,7,0.06917,0
2430.0,0,0.15917,1
2430.0,1,0.1131,0
2430.0,2,0.11391,0
2430.0,3,0.13745,1
2430.0,4,0.17479,1
2430.0,5,0.09464,1
2430.0,6,0.15344,1
2430.0,7,0.16193,1
2435.0,0,0.14703,1
2435.0,1,0.08125,1
2435.0,2,0.15383,1
2435.0,3,0.1888,1
2435.0,4,0.17813,1
2435.0,5,0.12997,1
2435.0,6,0.06758,1
2435.0,7,0.07638,1
2440.0,0,0.15292,1
2440.0,1,0.0837,1
2440.0,2,0.15732,1
2440.0,3,0.1962,1
2440.0,4,0.17753,1
2440.0,5,0.11503,1
2440.0,6,0.08034,1
2440.0,7,0.08021,1
2445.0,0,0.1525,1
2445.0,1,0.08445,1
2445.0,2,0.1549,1
2445.0,3,0.19096,1
2445.0,4,0.18234,1
2445.0,5,0.04661,1
2445.0,6,0.08604,0
2445.0,7,0.08016,1
2450.0,0,0.1074,1
2450.0,1,0.09221,1
2450.0,2,0.15365,1
2450.0,3,0.18875,1
2450.0,4,0.15563,1
2450.0,5,0.11534,1
2450.0,6,0.1276,1
2450.0,7,0.08602,1
2455.0,0,0.10279,1
2455.0,1,0.14135,1
2455.0,2,0.15326,1
2455.0,3,0.20482,1
2455.0,4,0.12643,1
2455.0,5,0.12208,1
2455.0,6,0.11651,1
2455.0,7,0.11487,1
2460.0,0,0.18409,1
2460.0,1,0.15094,0
2460.0,2,0.20458,1
2460.0,3,0.155,1
2460.0,4,0.12133,1
2460.0,5,0.10659,1
2460.0,6,0.08589,1
2460.0,7,0.09591,1
2465.0,0,0.18396,1
2465.0,1,0.15068,0
2465.0,2,0.20563,1
2465.0,3,0.15318,1
2465.0,4,0.12451,1
2465.0,5,0.10466,1
2465.0,6,0.13305,1
2465.0,7,0.0912,1
2470.0,0,0.18276,1
2470.0,1,0.15073,0
2470.0,2,0.2069,1
2470.0,3,0.15237,1
2470.0,4,0.12305,1
2470.0,5,0.15956,1
2470.0,6,0.06224,1
2470.0,7,0.09938,1
2475.0,0,0.18422,1
2475.0,1,0.15013,0
2475.0,2,0.20846,1
2475.0,3,0.1525,1
2475.0,4,0.12583,1
2475.0,5,0.12646,1
2475.0,6,0.13245,1
2475.0,7,0.07703,0
2480.0,0,0.18299,1
2480.0,1,0.14893,0
2480.0,2,0.18789,1
2480.0,3,0.09766,1
2480.0,4,0.11297,1
2480.0,5,0.11607,0
2480.0,6,0.10013,1
2480.0,7,0.10698,1
2485.0,0,0.18096,1
2485.0,1,0.14854,0
2485.0,2,0.20542,1
2485.0,3,0.15055,1
2485.0,4,0.1213,1
2485.0,5,0.11523,1
2485.0,6,0.1743,1
2485.0,7,0.07453,1
2490.0,0,0.17938,1
2490.0,1,0.14448,0
2490.0,2,0.19982,1
2490.0,3,0.16172,1
2490.0,4,0.09909,1
2490.0,5,0.11878,1
2490.0,6,0.10052,1
2490.0,7,0.10375,1
2495.0,0,0.15258,1
2495.0,1,0.15609,1
2495.0,2,0.19607,1
2495.0,3,0.15706,1
2495.0,4,0.12404,1
2495.0,5,0.11797,1
2495.0,6,0.15036,1
2495.0,7,0.11424,1
2500.0,0,0.15185,1
2500.0,1,0.1574,1
2500.0,2,0.20182,1
2500.0,3,0.17938,1
2500.0,4,0.12422,1
2500.0,5,0.11461,1
2500.0,6,0.09628,1
2500.0,7,0.17099,1
2505.0,0,0.15349,1
2505.0,1,0.15987,1
2505.0,2,0.1994,1
2505.0,3,0.15943,1
2505.0,4,0.12747,1
2505.0,5,0.13599,1
2505.0,6,0.16034,1
2505.0,7,0.13797,1
2510.0,0,0.1506,1
2510.0,1,0.15659,1
2510.0,2,0.19646,1
2510.0,3,0.14919,1
2510.0,4,0.11023,1
2510.0,5,0.08346,1
2510.0,6,0.10036,1
2510.0,7,0.17346,1
2515.0,0,0.14779,1
2515.0,1,0.16174,1
2515.0,2,0.11266,1
2515.0,3,0.1069,1
2515.0,4,0.10898,1
2515.0,5,0.1174,0
2515.0,6,0.08128,0
2515.0,7,0.05216,0
2520.0,0,0.15911,1
2520.0,1,0.1568,1
2520.0,2,0.17643,1
2520.0,3,0.09135,1
2520.0,4,0.1251,0
2520.0,5,0.11445,1
2520.0,6,0.0994,1
2520.0,7,0.18031,1
2525.0,0,0.16893,0
2525.0,1,0.14112,0
2525.0,2,0.17685,1
2525.0,3,0.13273,1
2525.0,4,0.12424,1
2525.0,5,0.07477,1
2525.0,6,0.085,0
2525.0,7,0.08854,1
2530.0,0,0.17185,0
2530.0,1,0.13349,1
2530.0,2,0.14656,1
2530.0,3,0.13992,0
2530.0,4,0.12531,0
2530.0,5,0.10638,0
2530.0,6,0.09547,0
2530.0,7,0.08221,1
2535.0,0,0.17984,1
2535.0,1,0.16687,0
2535.0,2,0.19203,1
2535.0,3,0.1744,1
2535.0,4,0.12583,1
2535.0,5,0.13484,0
2535.0,6,0.10211,1
2535.0,7,0.0594,1
2540.0,0,0.18135,1
2540.0,1,0.1657,0
2540.0,2,0.19484,1
2540.0,3,0.17438,1
2540.0,4,0.12555,1
2540.0,5,0.14974,1
2540.0,6,0.13505,1
2540.0,7,0.09974,1
2545.0,0,0.18089,1
2545.0,1,0.16742,0
2545.0,2,0.19594,1
2545.0,3,0.17409,1
2545.0,4,0.13513,1
2545.0,5,0.12622,1
2545.0,6,0.10138,1
2545.0,7,0.09138,1
2550.0,0,0.18182,1
2550.0,1,0.16857,0
2550.0,2,0.19724,1
2550.0,3,0.18073,1
2550.0,4,0.15411,1
2550.0,5,0.13745,1
2550.0,6,0.10854,1
2550.0,7,0.09182,1
2555.0,0,0.17669,1
2555.0,1,0.16766,0
2555.0,2,0.19305,1
2555.0,3,0.17474,1
2555.0,4,0.12008,1
2555.0,5,0.15385,1
2555.0,6,0.10458,1
2555.0,7,0.095,1
2560.0,0,0.18156,1
2560.0,1,0.16742,0
2560.0,2,0.19469,1
2560.0,3,0.1837,1
2560.0,4,0.14242,1
2560.0,5,0.13422,1
2560.0,6,0.09938,1
2560.0,7,0.08974,1
2565.0,0,0.18107,1
